"lea_name","lea_id","state","year","homeschool_students"
"Glen Ullin 48","3807830","ND","2019",5
"Glen Ullin 48","3807830","ND","2020",10
"Glen Ullin 48","3807830","ND","2021",9
"Glen Ullin 48","3807830","ND","2022",17
"Grand Forks 1","3808130","ND","2017",150
"Grand Forks 1","3808130","ND","2018",153
"Grand Forks 1","3808130","ND","2019",169
"Grand Forks 1","3808130","ND","2020",276
"Grand Forks 1","3808130","ND","2021",296
"Grand Forks 1","3808130","ND","2022",217
"Griggs County Central 18","3804560","ND","2017",7
"Griggs County Central 18","3804560","ND","2018",7
"Griggs County Central 18","3804560","ND","2019",12
"Griggs County Central 18","3804560","ND","2020",16
"Griggs County Central 18","3804560","ND","2021",16
"Griggs County Central 18","3804560","ND","2022",19
"Hazelton-Moffit-Braddock 6","3809130","ND","2017",12
"Hazelton-Moffit-Braddock 6","3809130","ND","2018",9
"Hazelton-Moffit-Braddock 6","3809130","ND","2019",8
"Hazelton-Moffit-Braddock 6","3809130","ND","2020",9
"Hazelton-Moffit-Braddock 6","3809130","ND","2021",10
"Hazelton-Moffit-Braddock 6","3809130","ND","2022",9
"Hazen 3","3800031","ND","2017",21
"Hazen 3","3800031","ND","2018",21
"Hazen 3","3800031","ND","2019",26
"Hazen 3","3800031","ND","2020",33
"Hazen 3","3800031","ND","2021",32
"Hazen 3","3800031","ND","2022",34
"Hebron 13","3809180","ND","2017",11
"Hebron 13","3809180","ND","2018",9
"Hebron 13","3809180","ND","2019",15
"Hebron 13","3809180","ND","2020",24
"Hebron 13","3809180","ND","2021",21
"Hebron 13","3809180","ND","2022",22
"Hettinger 13","3809410","ND","2017",15
"Hettinger 13","3809410","ND","2018",24
"Hettinger 13","3809410","ND","2019",26
"Hettinger 13","3809410","ND","2020",25
"Hettinger 13","3809410","ND","2021",18
"Hettinger 13","3809410","ND","2022",14
"Hillsboro 9","3809570","ND","2017",13
"Hillsboro 9","3809570","ND","2018",14
"Hillsboro 9","3809570","ND","2019",19
"Hillsboro 9","3809570","ND","2020",19
"Hillsboro 9","3809570","ND","2021",18
"Hillsboro 9","3809570","ND","2022",21
"Jamestown 1","3800021","ND","2017",58
"Jamestown 1","3800021","ND","2018",52
"Jamestown 1","3800021","ND","2019",47
"Jamestown 1","3800021","ND","2020",63
"Jamestown 1","3800021","ND","2021",57
"Jamestown 1","3800021","ND","2022",59
"Kidder County 1","3800389","ND","2017",43
"Kidder County 1","3800389","ND","2018",33
"Kidder County 1","3800389","ND","2019",31
"Kidder County 1","3800389","ND","2020",36
"Kidder County 1","3800389","ND","2021",28
"Kidder County 1","3800389","ND","2022",22
"Killdeer 16","3810270","ND","2017",19
"Killdeer 16","3810270","ND","2018",22
"Killdeer 16","3810270","ND","2019",22
"Killdeer 16","3810270","ND","2020",28
"Killdeer 16","3810270","ND","2021",28
"Killdeer 16","3810270","ND","2022",53
"Kindred 2","3800025","ND","2017",37
"Kindred 2","3800025","ND","2018",35
"Kindred 2","3800025","ND","2019",32
"Kindred 2","3800025","ND","2020",40
"Kindred 2","3800025","ND","2021",36
"Kindred 2","3800025","ND","2022",39
"Lakota 66","3810600","ND","2017",5
"Lakota 66","3810600","ND","2018",4
"Lakota 66","3810600","ND","2019",4
"Lakota 66","3810600","ND","2020",12
"Lakota 66","3810600","ND","2021",1
"Lakota 66","3810600","ND","2022",1
"Langdon Area 23","3810810","ND","2017",2
"Langdon Area 23","3810810","ND","2018",2
"Langdon Area 23","3810810","ND","2019",2
"Langdon Area 23","3810810","ND","2020",1
"Langdon Area 23","3810810","ND","2021",2
"Langdon Area 23","3810810","ND","2022",4
"Larimore 44","3810860","ND","2017",22
"Larimore 44","3810860","ND","2018",22
"Larimore 44","3810860","ND","2019",25
"Larimore 44","3810860","ND","2020",47
"Larimore 44","3810860","ND","2021",41
"Larimore 44","3810860","ND","2022",35
"Leeds 6","3810980","ND","2017",3
"Leeds 6","3810980","ND","2018",2
"Leeds 6","3810980","ND","2019",2
"Leeds 6","3810980","ND","2020",4
"Leeds 6","3810980","ND","2021",4
"Leeds 6","3810980","ND","2022",3
"Lewis And Clark 161","3800058","ND","2017",20
"Lewis And Clark 161","3800058","ND","2018",21
"Lewis And Clark 161","3800058","ND","2019",22
"Lewis And Clark 161","3800058","ND","2020",33
"Lewis And Clark 161","3800058","ND","2021",19
"Lewis And Clark 161","3800058","ND","2022",18
"Lidgerwood 28","3811140","ND","2017",7
"Lidgerwood 28","3811140","ND","2018",4
"Lidgerwood 28","3811140","ND","2019",4
"Lidgerwood 28","3811140","ND","2020",6
"Lidgerwood 28","3811140","ND","2021",5
"Lidgerwood 28","3811140","ND","2022",6
"Lisbon 19","3811430","ND","2017",6
"Lisbon 19","3811430","ND","2018",9
"Lisbon 19","3811430","ND","2019",7
"Lisbon 19","3811430","ND","2020",11
"Lisbon 19","3811430","ND","2021",4
"Lisbon 19","3811430","ND","2022",4
"Lone Tree 6","3811610","ND","2017",4
"Lone Tree 6","3811610","ND","2018",2
"Lone Tree 6","3811610","ND","2019",5
"Lone Tree 6","3811610","ND","2020",3
"Lone Tree 6","3811610","ND","2021",4
"Lone Tree 6","3811610","ND","2022",3
"Mandan 1","3811820","ND","2017",113
"Mandan 1","3811820","ND","2018",118
"Mandan 1","3811820","ND","2019",135
"Mandan 1","3811820","ND","2020",184
"Mandan 1","3811820","ND","2021",155
"Mandan 1","3811820","ND","2022",158
"Maple Valley 4","3812020","ND","2017",12
"Maple Valley 4","3812020","ND","2018",13
"Maple Valley 4","3812020","ND","2019",13
"Maple Valley 4","3812020","ND","2020",18
"Maple Valley 4","3812020","ND","2021",14
"Maple Valley 4","3812020","ND","2022",14
"Max 50","3812350","ND","2017",10
"Max 50","3812350","ND","2018",4
"Max 50","3812350","ND","2019",12
"Max 50","3812350","ND","2020",15
"Max 50","3812350","ND","2021",16
"Max 50","3812350","ND","2022",13
"May-Port Cg 14","3800041","ND","2017",17
"May-Port Cg 14","3800041","ND","2018",20
"May-Port Cg 14","3800041","ND","2019",19
"May-Port Cg 14","3800041","ND","2020",23
"May-Port Cg 14","3800041","ND","2021",20
"May-Port Cg 14","3800041","ND","2022",19
"Mcclusky 19","3812430","ND","2017",1
"Mcclusky 19","3812430","ND","2018",3
"Mcclusky 19","3812430","ND","2019",2
"Mcclusky 19","3812430","ND","2020",5
"Mcclusky 19","3812430","ND","2021",5
"Mcclusky 19","3812430","ND","2022",4
"Mckenzie Co 1","3812540","ND","2017",2
"Mckenzie Co 1","3812540","ND","2018",54
"Mckenzie Co 1","3812540","ND","2019",150
"Mckenzie Co 1","3812540","ND","2020",140
"Mckenzie Co 1","3812540","ND","2021",197
"Mckenzie Co 1","3812540","ND","2022",194
"Midkota 7","3800042","ND","2017",9
"Midkota 7","3800042","ND","2018",6
"Midkota 7","3800042","ND","2019",6
"Midkota 7","3800042","ND","2020",12
"Midkota 7","3800042","ND","2021",11
"Midkota 7","3800042","ND","2022",9
"Midway 128","3812920","ND","2017",8
"Midway 128","3812920","ND","2018",8
"Midway 128","3812920","ND","2019",4
"Midway 128","3812920","ND","2020",3
"Midway 128","3812920","ND","2021",3
"Midway 128","3812920","ND","2022",3
"Minot 1","3813030","ND","2017",167
"Minot 1","3813030","ND","2018",177
"Minot 1","3813030","ND","2019",219
"Minot 1","3813030","ND","2020",284
"Minot 1","3813030","ND","2021",230
"Minot 1","3813030","ND","2022",242
"Mohall-Lansford-Sherwood 1","3800050","ND","2017",5
"Mohall-Lansford-Sherwood 1","3800050","ND","2018",5
"Mohall-Lansford-Sherwood 1","3800050","ND","2019",6
"Mohall-Lansford-Sherwood 1","3800050","ND","2020",9
"Mohall-Lansford-Sherwood 1","3800050","ND","2021",19
"Mohall-Lansford-Sherwood 1","3800050","ND","2022",30
"Montpelier 14","3813230","ND","2017",5
"Montpelier 14","3813230","ND","2018",5
"Montpelier 14","3813230","ND","2019",5
"Montpelier 14","3813230","ND","2020",8
"Montpelier 14","3813230","ND","2021",9
"Montpelier 14","3813230","ND","2022",8
"Mt Pleasant 4","3813400","ND","2017",9
"Mt Pleasant 4","3813400","ND","2018",13
"Mt Pleasant 4","3813400","ND","2019",9
"Mt Pleasant 4","3813400","ND","2020",4
"Mt Pleasant 4","3813400","ND","2021",15
"Mt Pleasant 4","3813400","ND","2022",19
"Munich 19","3813440","ND","2017",6
"Munich 19","3813440","ND","2018",5
"Munich 19","3813440","ND","2019",5
"Munich 19","3813440","ND","2020",2
"Munich 19","3813440","ND","2021",3
"Munich 19","3813440","ND","2022",3
"Napoleon 2","3813510","ND","2017",8
"Napoleon 2","3813510","ND","2018",6
"Napoleon 2","3813510","ND","2019",5
"Napoleon 2","3813510","ND","2020",8
"Napoleon 2","3813510","ND","2021",7
"Napoleon 2","3813510","ND","2022",10
"Nedrose 4","3813660","ND","2017",7
"Nedrose 4","3813660","ND","2018",8
"Nedrose 4","3813660","ND","2019",13
"Nedrose 4","3813660","ND","2020",22
"Nedrose 4","3813660","ND","2021",19
"Nedrose 4","3813660","ND","2022",17
"Nesson 2","3813710","ND","2017",7
"Nesson 2","3813710","ND","2018",9
"Nesson 2","3813710","ND","2019",14
"Nesson 2","3813710","ND","2020",28
"Nesson 2","3813710","ND","2021",27
"Nesson 2","3813710","ND","2022",20
"New England 9","3800027","ND","2017",1
"New England 9","3800027","ND","2018",1
"New England 9","3800027","ND","2019",1
"New England 9","3800027","ND","2020",10
"New England 9","3800027","ND","2021",9
"New England 9","3800027","ND","2022",6
"New Rockford-Sheyenne 2","3800059","ND","2017",1
"New Rockford-Sheyenne 2","3800059","ND","2018",4
"New Rockford-Sheyenne 2","3800059","ND","2019",3
"New Rockford-Sheyenne 2","3800059","ND","2020",16
"New Rockford-Sheyenne 2","3800059","ND","2021",8
"New Rockford-Sheyenne 2","3800059","ND","2022",10
"New Town 1","3813920","ND","2017",26
"New Town 1","3813920","ND","2018",34
"New Town 1","3813920","ND","2019",40
"New Town 1","3813920","ND","2020",18
"New Town 1","3813920","ND","2021",28
"New Town 1","3813920","ND","2022",24
"North Border 100","3800054","ND","2017",10
"North Border 100","3800054","ND","2018",8
"North Border 100","3800054","ND","2019",7
"North Border 100","3800054","ND","2020",12
"North Border 100","3800054","ND","2021",10
"North Border 100","3800054","ND","2022",16
"North Sargent 3","3814290","ND","2017",2
"North Sargent 3","3814290","ND","2018",2
"North Sargent 3","3814290","ND","2019",7
"North Sargent 3","3814290","ND","2020",9
"North Sargent 3","3814290","ND","2021",8
"North Sargent 3","3814290","ND","2022",7
"North Star 10","3800390","ND","2017",21
"North Star 10","3800390","ND","2018",21
"North Star 10","3800390","ND","2019",16
"North Star 10","3800390","ND","2020",23
"North Star 10","3800390","ND","2021",22
"North Star 10","3800390","ND","2022",21
"Northern Cass 97","3800044","ND","2017",10
"Northern Cass 97","3800044","ND","2018",10
"Northern Cass 97","3800044","ND","2019",13
"Northern Cass 97","3800044","ND","2020",18
"Northern Cass 97","3800044","ND","2021",20
"Northern Cass 97","3800044","ND","2022",15
"Northwood 129","3814340","ND","2017",18
"Northwood 129","3814340","ND","2018",19
"Northwood 129","3814340","ND","2019",22
"Northwood 129","3814340","ND","2020",35
"Northwood 129","3814340","ND","2021",33
"Northwood 129","3814340","ND","2022",34
"Oakes 41","3814500","ND","2017",14
"Oakes 41","3814500","ND","2018",20
"Oakes 41","3814500","ND","2019",20
"Oakes 41","3814500","ND","2020",21
"Oakes 41","3814500","ND","2021",26
"Oakes 41","3814500","ND","2022",28
"Park River Area 8","3800401","ND","2017",6
"Park River Area 8","3800401","ND","2018",6
"Park River Area 8","3800401","ND","2019",11
"Park River Area 8","3800401","ND","2020",11
"Park River Area 8","3800401","ND","2021",11
"Park River Area 8","3800401","ND","2022",8
"Richardton-Taylor 34","3800048","ND","2017",10
"Richardton-Taylor 34","3800048","ND","2018",6
"Richardton-Taylor 34","3800048","ND","2019",9
"Richardton-Taylor 34","3800048","ND","2020",11
"Richardton-Taylor 34","3800048","ND","2021",16
"Richardton-Taylor 34","3800048","ND","2022",17
"Richland 44","3800036","ND","2017",8
"Richland 44","3800036","ND","2018",13
"Richland 44","3800036","ND","2019",19
"Richland 44","3800036","ND","2020",15
"Richland 44","3800036","ND","2021",9
"Richland 44","3800036","ND","2022",13
"Rolette 29","3816050","ND","2017",13
"Rolette 29","3816050","ND","2018",13
"Rolette 29","3816050","ND","2019",19
"Rolette 29","3816050","ND","2020",20
"Rolette 29","3816050","ND","2021",23
"Rolette 29","3816050","ND","2022",15
"Rugby 5","3816130","ND","2017",18
"Rugby 5","3816130","ND","2018",17
"Rugby 5","3816130","ND","2019",23
"Rugby 5","3816130","ND","2020",28
"Rugby 5","3816130","ND","2021",43
"Rugby 5","3816130","ND","2022",36
"Sargent Central 6","3816430","ND","2017",3
"Sargent Central 6","3816430","ND","2018",2
"Sargent Central 6","3816430","ND","2019",2
"Sargent Central 6","3816430","ND","2020",5
"Sargent Central 6","3816430","ND","2021",9
"Sargent Central 6","3816430","ND","2022",3
"South Heart 9","3817130","ND","2017",16
"South Heart 9","3817130","ND","2018",14
"South Heart 9","3817130","ND","2019",18
"South Heart 9","3817130","ND","2020",28
"South Heart 9","3817130","ND","2021",23
"South Heart 9","3817130","ND","2022",21
"Stanley 2","3817570","ND","2017",21
"Stanley 2","3817570","ND","2018",32
"Stanley 2","3817570","ND","2019",41
"Stanley 2","3817570","ND","2020",78
"Stanley 2","3817570","ND","2021",64
"Stanley 2","3817570","ND","2022",62
"Surrey 41","3817910","ND","2017",8
"Surrey 41","3817910","ND","2018",14
"Surrey 41","3817910","ND","2019",18
"Surrey 41","3817910","ND","2020",22
"Surrey 41","3817910","ND","2021",19
"Surrey 41","3817910","ND","2022",24
"Tgu 60","3800047","ND","2017",14
"Tgu 60","3800047","ND","2018",11
"Tgu 60","3800047","ND","2019",21
"Tgu 60","3800047","ND","2020",21
"Tgu 60","3800047","ND","2021",15
"Tgu 60","3800047","ND","2022",14
"Thompson 61","3818280","ND","2017",25
"Thompson 61","3818280","ND","2018",24
"Thompson 61","3818280","ND","2019",27
"Thompson 61","3818280","ND","2020",30
"Thompson 61","3818280","ND","2021",30
"Thompson 61","3818280","ND","2022",31
"Turtle Lake-Mercer 72","3818500","ND","2017",3
"Turtle Lake-Mercer 72","3818500","ND","2018",2
"Turtle Lake-Mercer 72","3818500","ND","2019",11
"Turtle Lake-Mercer 72","3818500","ND","2020",10
"Turtle Lake-Mercer 72","3818500","ND","2021",9
"Turtle Lake-Mercer 72","3818500","ND","2022",12
"Underwood 8","3818660","ND","2017",5
"Underwood 8","3818660","ND","2018",4
"Underwood 8","3818660","ND","2019",4
"Underwood 8","3818660","ND","2020",6
"Underwood 8","3818660","ND","2021",2
"Underwood 8","3818660","ND","2022",4
"United 7","3818730","ND","2017",17
"United 7","3818730","ND","2018",5
"United 7","3818730","ND","2019",9
"United 7","3818730","ND","2020",21
"United 7","3818730","ND","2021",18
"United 7","3818730","ND","2022",24
"Valley City 2","3818850","ND","2017",15
"Valley City 2","3818850","ND","2018",9
"Valley City 2","3818850","ND","2019",18
"Valley City 2","3818850","ND","2020",16
"Valley City 2","3818850","ND","2021",39
"Valley City 2","3818850","ND","2022",16
"Wahpeton 37","3819020","ND","2017",34
"Wahpeton 37","3819020","ND","2018",34
"Wahpeton 37","3819020","ND","2019",37
"Wahpeton 37","3819020","ND","2020",54
"Wahpeton 37","3819020","ND","2021",51
"Wahpeton 37","3819020","ND","2022",44
"Washburn 4","3819290","ND","2017",12
"Washburn 4","3819290","ND","2018",13
"Washburn 4","3819290","ND","2019",7
"Washburn 4","3819290","ND","2020",6
"Washburn 4","3819290","ND","2021",7
"Washburn 4","3819290","ND","2022",12
"West Fargo 6","3819410","ND","2017",151
"West Fargo 6","3819410","ND","2018",187
"West Fargo 6","3819410","ND","2019",198
"West Fargo 6","3819410","ND","2020",339
"West Fargo 6","3819410","ND","2021",301
"West Fargo 6","3819410","ND","2022",261
"Wilton 1","3813200","ND","2017",10
"Wilton 1","3813200","ND","2018",15
"Wilton 1","3813200","ND","2019",12
"Wilton 1","3813200","ND","2020",11
"Wilton 1","3813200","ND","2021",8
"Wilton 1","3813200","ND","2022",10
"Wing 28","3820130","ND","2017",8
"Wing 28","3820130","ND","2018",8
"Wing 28","3820130","ND","2019",8
"Wing 28","3820130","ND","2020",9
"Wing 28","3820130","ND","2021",11
"Wing 28","3820130","ND","2022",9
"Wyndmere 42","3820310","ND","2017",9
"Wyndmere 42","3820310","ND","2018",8
"Wyndmere 42","3820310","ND","2019",8
"Wyndmere 42","3820310","ND","2020",13
"Wyndmere 42","3820310","ND","2021",7
"Wyndmere 42","3820310","ND","2022",6
"Addison Central School District","3602370","NY","2017",33
"Addison Central School District","3602370","NY","2018",44
"Addison Central School District","3602370","NY","2019",44
"Addison Central School District","3602370","NY","2020",86
"Addison Central School District","3602370","NY","2021",67
"Addison Central School District","3602370","NY","2022",82
"Adirondack Central School District","3605040","NY","2017",39
"Adirondack Central School District","3605040","NY","2018",46
"Adirondack Central School District","3605040","NY","2019",67
"Adirondack Central School District","3605040","NY","2020",85
"Adirondack Central School District","3605040","NY","2021",71
"Adirondack Central School District","3605040","NY","2022",85
"Afton Central School District","3602400","NY","2017",28
"Afton Central School District","3602400","NY","2018",24
"Afton Central School District","3602400","NY","2019",30
"Afton Central School District","3602400","NY","2020",57
"Afton Central School District","3602400","NY","2021",44
"Afton Central School District","3602400","NY","2022",47
"Albany City School District","3602460","NY","2017",67
"Albany City School District","3602460","NY","2018",58
"Albany City School District","3602460","NY","2019",62
"Albany City School District","3602460","NY","2020",95
"Albany City School District","3602460","NY","2021",136
"Albany City School District","3602460","NY","2022",105
"Albion Central School District","3602520","NY","2017",43
"Albion Central School District","3602520","NY","2018",45
"Albion Central School District","3602520","NY","2019",57
"Albion Central School District","3602520","NY","2020",92
"Albion Central School District","3602520","NY","2021",93
"Albion Central School District","3602520","NY","2022",82
"Alden Central School District","3602550","NY","2017",56
"Alden Central School District","3602550","NY","2018",64
"Alden Central School District","3602550","NY","2019",72
"Alden Central School District","3602550","NY","2020",111
"Alden Central School District","3602550","NY","2021",95
"Alden Central School District","3602550","NY","2022",84
"Alexander Central School District","3602580","NY","2017",27
"Alexander Central School District","3602580","NY","2018",30
"Alexander Central School District","3602580","NY","2019",33
"Alexander Central School District","3602580","NY","2020",59
"Alexander Central School District","3602580","NY","2021",40
"Alexander Central School District","3602580","NY","2022",41
"Alexandria Central School District","3602670","NY","2017",9
"Alexandria Central School District","3602670","NY","2018",9
"Alexandria Central School District","3602670","NY","2019",7
"Alexandria Central School District","3602670","NY","2020",26
"Alexandria Central School District","3602670","NY","2021",18
"Alexandria Central School District","3602670","NY","2022",18
"Alfred-Almond Central School District","3602700","NY","2017",54
"Alfred-Almond Central School District","3602700","NY","2018",52
"Alfred-Almond Central School District","3602700","NY","2019",57
"Alfred-Almond Central School District","3602700","NY","2020",71
"Alfred-Almond Central School District","3602700","NY","2021",76
"Alfred-Almond Central School District","3602700","NY","2022",56
"Allegany-Limestone Central School District","3600015","NY","2017",29
"Allegany-Limestone Central School District","3600015","NY","2018",30
"Allegany-Limestone Central School District","3600015","NY","2019",37
"Allegany-Limestone Central School District","3600015","NY","2020",47
"Allegany-Limestone Central School District","3600015","NY","2021",55
"Allegany-Limestone Central School District","3600015","NY","2022",61
"Altmar-Parish-Williamstown Central School District","3602820","NY","2017",25
"Altmar-Parish-Williamstown Central School District","3602820","NY","2018",44
"Altmar-Parish-Williamstown Central School District","3602820","NY","2019",52
"Altmar-Parish-Williamstown Central School District","3602820","NY","2020",66
"Altmar-Parish-Williamstown Central School District","3602820","NY","2021",92
"Altmar-Parish-Williamstown Central School District","3602820","NY","2022",81
"Amherst Central School District","3602920","NY","2017",48
"Amherst Central School District","3602920","NY","2018",57
"Amherst Central School District","3602920","NY","2019",55
"Amherst Central School District","3602920","NY","2020",67
"Amherst Central School District","3602920","NY","2021",126
"Amherst Central School District","3602920","NY","2022",105
"Amityville Union Free School District","3602940","NY","2017",15
"Amityville Union Free School District","3602940","NY","2018",19
"Amityville Union Free School District","3602940","NY","2019",26
"Amityville Union Free School District","3602940","NY","2020",44
"Amityville Union Free School District","3602940","NY","2021",34
"Amityville Union Free School District","3602940","NY","2022",31
"Amsterdam City School District","3602970","NY","2017",66
"Amsterdam City School District","3602970","NY","2018",65
"Amsterdam City School District","3602970","NY","2019",69
"Amsterdam City School District","3602970","NY","2020",235
"Amsterdam City School District","3602970","NY","2021",142
"Amsterdam City School District","3602970","NY","2022",169
"Ardsley Union Free School District","3603180","NY","2017",7
"Ardsley Union Free School District","3603180","NY","2018",1
"Ardsley Union Free School District","3603180","NY","2019",1
"Ardsley Union Free School District","3603180","NY","2020",23
"Ardsley Union Free School District","3603180","NY","2021",9
"Ardsley Union Free School District","3603180","NY","2022",1
"Argyle Central School District","3603210","NY","2017",28
"Argyle Central School District","3603210","NY","2018",31
"Argyle Central School District","3603210","NY","2019",26
"Argyle Central School District","3603210","NY","2020",38
"Argyle Central School District","3603210","NY","2021",35
"Argyle Central School District","3603210","NY","2022",34
"Arkport Central School District","3603240","NY","2017",18
"Arkport Central School District","3603240","NY","2018",16
"Arkport Central School District","3603240","NY","2019",22
"Arkport Central School District","3603240","NY","2020",57
"Arkport Central School District","3603240","NY","2021",477
"Arkport Central School District","3603240","NY","2022",28
"Arlington Central School District","3603270","NY","2017",6
"Arlington Central School District","3603270","NY","2018",113
"Arlington Central School District","3603270","NY","2019",150
"Arlington Central School District","3603270","NY","2020",216
"Arlington Central School District","3603270","NY","2021",209
"Arlington Central School District","3603270","NY","2022",142
"Attica Central School District","3603420","NY","2017",56
"Attica Central School District","3603420","NY","2018",57
"Attica Central School District","3603420","NY","2019",56
"Attica Central School District","3603420","NY","2020",93
"Attica Central School District","3603420","NY","2021",81
"Attica Central School District","3603420","NY","2022",82
"Auburn City School District","3603480","NY","2017",57
"Auburn City School District","3603480","NY","2018",57
"Auburn City School District","3603480","NY","2019",63
"Auburn City School District","3603480","NY","2020",187
"Auburn City School District","3603480","NY","2021",126
"Auburn City School District","3603480","NY","2022",111
"Ausable Valley Central School District","3616170","NY","2017",22
"Ausable Valley Central School District","3616170","NY","2018",23
"Ausable Valley Central School District","3616170","NY","2019",22
"Ausable Valley Central School District","3616170","NY","2020",50
"Ausable Valley Central School District","3616170","NY","2021",49
"Ausable Valley Central School District","3616170","NY","2022",33
"Averill Park Central School District","3600016","NY","2017",43
"Averill Park Central School District","3600016","NY","2018",52
"Averill Park Central School District","3600016","NY","2019",72
"Averill Park Central School District","3600016","NY","2020",96
"Averill Park Central School District","3600016","NY","2021",76
"Averill Park Central School District","3600016","NY","2022",83
"Avoca Central School District","3603630","NY","2017",24
"Avoca Central School District","3603630","NY","2018",33
"Avoca Central School District","3603630","NY","2019",28
"Avoca Central School District","3603630","NY","2020",77
"Avoca Central School District","3603630","NY","2021",66
"Avoca Central School District","3603630","NY","2022",49
"Avon Central School District","3603660","NY","2017",27
"Avon Central School District","3603660","NY","2018",27
"Avon Central School District","3603660","NY","2019",32
"Avon Central School District","3603660","NY","2020",56
"Avon Central School District","3603660","NY","2021",53
"Avon Central School District","3603660","NY","2022",37
"Babylon Union Free School District","3603720","NY","2017",4
"Babylon Union Free School District","3603720","NY","2018",2
"Babylon Union Free School District","3603720","NY","2019",15
"Babylon Union Free School District","3603720","NY","2020",13
"Babylon Union Free School District","3603720","NY","2021",14
"Babylon Union Free School District","3603720","NY","2022",15
"Bainbridge-Guilford Central School District","3603810","NY","2017",37
"Bainbridge-Guilford Central School District","3603810","NY","2018",33
"Bainbridge-Guilford Central School District","3603810","NY","2019",29
"Bainbridge-Guilford Central School District","3603810","NY","2020",34
"Bainbridge-Guilford Central School District","3603810","NY","2021",40
"Bainbridge-Guilford Central School District","3603810","NY","2022",41
"Baldwin Union Free School District","3603840","NY","2017",20
"Baldwin Union Free School District","3603840","NY","2018",20
"Baldwin Union Free School District","3603840","NY","2019",22
"Baldwin Union Free School District","3603840","NY","2020",33
"Baldwin Union Free School District","3603840","NY","2021",33
"Baldwin Union Free School District","3603840","NY","2022",26
"Baldwinsville Central School District","3603870","NY","2017",91
"Baldwinsville Central School District","3603870","NY","2018",96
"Baldwinsville Central School District","3603870","NY","2019",109
"Baldwinsville Central School District","3603870","NY","2020",199
"Baldwinsville Central School District","3603870","NY","2021",194
"Baldwinsville Central School District","3603870","NY","2022",181
"Ballston Spa Central School District","3603930","NY","2017",80
"Ballston Spa Central School District","3603930","NY","2018",81
"Ballston Spa Central School District","3603930","NY","2019",36
"Ballston Spa Central School District","3603930","NY","2020",161
"Ballston Spa Central School District","3603930","NY","2021",127
"Ballston Spa Central School District","3603930","NY","2022",131
"Barker Central School District","3603960","NY","2017",34
"Barker Central School District","3603960","NY","2018",27
"Barker Central School District","3603960","NY","2019",29
"Barker Central School District","3603960","NY","2020",36
"Barker Central School District","3603960","NY","2021",51
"Barker Central School District","3603960","NY","2022",41
"Batavia City School District","3603990","NY","2017",41
"Batavia City School District","3603990","NY","2018",33
"Batavia City School District","3603990","NY","2019",31
"Batavia City School District","3603990","NY","2020",60
"Batavia City School District","3603990","NY","2021",51
"Batavia City School District","3603990","NY","2022",54
"Bath Central School District","3604050","NY","2017",50
"Bath Central School District","3604050","NY","2018",50
"Bath Central School District","3604050","NY","2019",65
"Bath Central School District","3604050","NY","2020",121
"Bath Central School District","3604050","NY","2021",97
"Bath Central School District","3604050","NY","2022",76
"Bay Shore Union Free School District","3604080","NY","2017",19
"Bay Shore Union Free School District","3604080","NY","2018",14
"Bay Shore Union Free School District","3604080","NY","2019",41
"Bay Shore Union Free School District","3604080","NY","2020",79
"Bay Shore Union Free School District","3604080","NY","2021",51
"Bay Shore Union Free School District","3604080","NY","2022",43
"Bayport-Blue Point Union Free School District","3604110","NY","2017",9
"Bayport-Blue Point Union Free School District","3604110","NY","2018",6
"Bayport-Blue Point Union Free School District","3604110","NY","2019",14
"Bayport-Blue Point Union Free School District","3604110","NY","2020",16
"Bayport-Blue Point Union Free School District","3604110","NY","2021",32
"Bayport-Blue Point Union Free School District","3604110","NY","2022",15
"Beacon City School District","3604140","NY","2017",41
"Beacon City School District","3604140","NY","2018",49
"Beacon City School District","3604140","NY","2019",32
"Beacon City School District","3604140","NY","2020",94
"Beacon City School District","3604140","NY","2021",53
"Beacon City School District","3604140","NY","2022",67
"Beaver River Central School District","3604200","NY","2017",29
"Beaver River Central School District","3604200","NY","2018",33
"Beaver River Central School District","3604200","NY","2019",39
"Beaver River Central School District","3604200","NY","2020",116
"Beaver River Central School District","3604200","NY","2021",74
"Beaver River Central School District","3604200","NY","2022",61
"Bedford Central School District","3619950","NY","2017",24
"Bedford Central School District","3619950","NY","2018",23
"Bedford Central School District","3619950","NY","2019",19
"Bedford Central School District","3619950","NY","2020",41
"Bedford Central School District","3619950","NY","2021",39
"Bedford Central School District","3619950","NY","2022",27
"Beekmantown Central School District","3604290","NY","2017",27
"Beekmantown Central School District","3604290","NY","2018",26
"Beekmantown Central School District","3604290","NY","2019",28
"Beekmantown Central School District","3604290","NY","2020",58
"Beekmantown Central School District","3604290","NY","2021",46
"Beekmantown Central School District","3604290","NY","2022",37
"Belfast Central School District","3604350","NY","2017",24
"Belfast Central School District","3604350","NY","2018",25
"Belfast Central School District","3604350","NY","2019",18
"Belfast Central School District","3604350","NY","2020",35
"Belfast Central School District","3604350","NY","2021",31
"Belfast Central School District","3604350","NY","2022",23
"Belleville-Henderson Central School District","3604370","NY","2017",10
"Belleville-Henderson Central School District","3604370","NY","2018",7
"Belleville-Henderson Central School District","3604370","NY","2019",22
"Belleville-Henderson Central School District","3604370","NY","2020",23
"Belleville-Henderson Central School District","3604370","NY","2021",35
